1,Hi McGruff I know what you are going through .,,,,,,,,,,,,,,3,
1,I too didn't sleep for a long time .,,,,,,,,,,,,,,3,
1,Oh for the days when You weren't scarred out of your mind .,,,,,,,,,,,,,,3,
1,But it does get better .,,,,,,,,,,,,,,3,
1,I am on this a lot can't sleep so anytime you need to talk let me know .,,,,,,,,,,,,,,3,
1,I love this site too but can't quite figure it out .,,,,,,,,,,,,,,0,
1,I'll read your web page tonight after work so I'm more in-tune to what's going on .,,,,,,,,,,,,,,3,
1,Hang in there Denise,,,,,,,,,,,,,,3,
1,I am new to this forum my name is maggie .,,,,,,,,,,,,,,0,
0,I was diagnosed in Aug .,,,,,,,,,,,,,,0,
1,I just wanted to let you know  that I went thought the same feelings you are having .,,,,,,,,,,,,,,3,
1,(Confused worried and I was even angry) I don't know how this works but you can e-mail anytime for questions or just to have someone to listen .,,,,,,,,,,,,,,3,
1,May God bless you and I hope everything comes out ok .,,,,,,,,,,,,,,3,
1,Hi McGruff: I just a lumpectomy and I'm waiting to see the oncologist - my guess is chemo and radiation and who knows what else .,,,,,,,,,,,,,,0,
1,But I surely know the feelings and the confusion and as much as everyone around me is so proud of me for being so positive and upbeat I wonder where this strength is really coming from .,,,,,,,,,,,,,,0,
1,"Someone e-mailed me and said ""The Lord will not give you anymore than you can handle .",,,,,,,,,,,,,,0,
1,Put your life in his hands .,,,,,,,,,,,,,,3,
1,And so that's just what I've done .,,,,,,,,,,,,,,0,
1,I take one day at a time and just pray that I have the courage and the strength to get thru whatever is in store for me .,,,,,,,,,,,,,,0,
1,I ask alot of questions especialy from the wonderful women that I've met on this site .,,,,,,,,,,,,,,0,
1,This is truly amazing .,,,,,,,,,,,,,,0,
1,I can't wait to get home each night to get online .,,,,,,,,,,,,,,0,
1,If nothing else picks up your spirits talking to others for support and compasion has by far lifted my spirits and I'm sure it will lift you too .,,,,,,,,,,,,,,3,
1,Keep in touch either on this site or e-mail direct anytime Just think of it as we are all strolling down the same path together and if one of us falls I know the rest will be right there to help out .,,,,,,,,,,,,,,3,
1,It doesn't get any better than that!,,,,,,,,,,,,,,3,
1,God Bless talk to ya soon . Vinnie,,,,,,,,,,,,,,3,
1,I too was very confused .,,,,,,,,,,,,,,3,
1,I have found faith and read my bible .,,,,,,,,,,,,,,0,
0,I had a lumpectomy and 2 chemo treatments going for my 3rd tomorrow .,,,,,,,,,,,,,,2,
1,I was scared but now have found strength in the Lord .,,,,,,,,,,,,,,3,
1,He is helping me to be strong .,,,,,,,,,,,,,,3,
1,I still cry alot but that's okay .,,,,,,,,,,,,,,1,
1,I wish you well .,,,,,,,,,,,,,,3,
0,I will be starting radiation after my 4th chemo treatment .,,,,,,,,,,,,,,2,
1,I am looking forward only not backwards .,,,,,,,,,,,,,,0,
1,One day at a time . Pwal@dhdkdn . Com,,,,,,,,,,,,,,0,
1,Hi luvpeg Well on the road again!,,,,,,,,,,,,,,3,
0,I've had the mastectomy and the lymph nodes were positive .,,,,,,,,,,,,,,2,
0,Have to see the surgeon on 9 28 for follow-up and then maybe the name of the Medical Oncologist to see .,,,,,,,,,,,,,,0,
1,Never was a drinker but I guess the chemo cocktails will be next .,,,,,,,,,,,,,,2,
1,My good wishes for a good tomorrow .,,,,,,,,,,,,,,3,
1,I am also an African American survivor who didn't feel comfortable with a wig and couldn't sport a bald head at my stuffy corporate workplace .,,,,,,,,,,,,,,3,
0,What I've done is wear scarves wrapped around my head in the style that is so fashionable now with women of color .,,,,,,,,,,,,,,3,
1,Many people have no idea that I am without hair they just think it's my style .,,,,,,,,,,,,,,0,
1,I feel like myself more than I ever could with a wig .,,,,,,,,,,,,,,2,
0,(I had a medium short natural hair style and it was impossible to find even a distant approximation . ),,,,,,,,,,,,,,1,
0,Hi I just finished 4 treatments of A C and am starting weekly taxol and herceptin tomorrow .,,,,,,,,,,,,,,2,
0,My hair has started to grow back already and my Dr . Said it should continue to do so .,,,,,,,,,,,,,,0,
1,However I feel just like you I have a wig and have never worn it!,,,,,,,,,,,,,,3,
1,I can't stand it .,,,,,,,,,,,,,,3,
0,I always wear a bandana .,,,,,,,,,,,,,,2,
0,Everyone says they all look so cute but I don't think that once my hair comes back in that I will ever want to wear one again :) The American Cancer Society has a Look Good Feel Better program that is free to you .,,,,,,,,,,,,,,3,
0,I think that cosmetologists are the volunteers .,,,,,,,,,,,,,,0,
0,You may want to check that out if you really want a wig made .,,,,,,,,,,,,,,3,
0,You might find some help there .,,,,,,,,,,,,,,3,
1,I hope that all is going well for you!,,,,,,,,,,,,,,3,
1,Thanks for your note .,,,,,,,,,,,,,,0,
1,It is nice to see someone else out there sported the bald look as I am doing .,,,,,,,,,,,,,,0,
1,My hair finally growing back .,,,,,,,,,,,,,,0,
1,Thank goodness I really didn't think it was going to be that bad being bald but it was a challenge . :),,,,,,,,,,,,,,0,
0,I have had the same problem but in my legs not my arms .,,,,,,,,,,,,,,3,
0,Please contact me @ rkester@citgo . Com (Roger Kesterson) I may be able to shed some light on what you are going thru .,,,,,,,,,,,,,,3,
?,???????????????????,,,,,,,,,,,,,,#,
0,I take zoloft more for a depression but my ob gyn put me on a clondine patch for hot flashes .,,,,,,,,,,,,,,2,
0,I'm 24 and just had a hysterectomy so am in surgical menopause .,,,,,,,,,,,,,,2,
0,The chemo never did it just made me irregular .,,,,,,,,,,,,,,1,
1,Hope this info helps!,,,,,,,,,,,,,,3,
0,I had a total hysterectomy the same day I found out I had BC .,,,,,,,,,,,,,,0,
0,So no estrogen .,,,,,,,,,,,,,,0,
0,I tried clonodine for about 7 weeks but stopped when chemo made me so sick I couldn't keep anything down .,,,,,,,,,,,,,,2,
1,My hot flashes and night sweats keep me awake half the night .,,,,,,,,,,,,,,1,
0,My doctor said I could try one of the soy-based menopause products and vitamin E .,,,,,,,,,,,,,,2,
0,I've been taking them for two weeks now but not much change .,,,,,,,,,,,,,,2,
0,However I've read that it takes several weeks before you notice a change so I will stick with it for awhile .,,,,,,,,,,,,,,2,
1,I'll let you know if it helps .,,,,,,,,,,,,,,3,
0,I'm 35 and have been fighting metastatic breast Ca for 10 years .,,,,,,,,,,,,,,0,
0,A part of my current treatment is zoladex which chemically ablates my ovaries so in essence it puts me into instant menopause .,,,,,,,,,,,,,,"2,1",
0,The hot flashes were horrendous .,,,,,,,,,,,,,,1,
0,I have finally found relieft by taking Effexor .,,,,,,,,,,,,,,2,
0,Like Zoloft it's used to treat depression and generalized anxiety but Effexor has show promise specifically for those who experience hot flashes because of chemotherapy or other cancer-related treatments .,,,,,,,,,,,,,,2,
0,With me it worked with the first dose .,,,,,,,,,,,,,,3,
1,Now if I could only get something to help with my insomnia! :->) Good luck!,,,,,,,,,,,,,,1,
#,########################,,,,,,,,,,,,,,#,
0,Jamie Melatonin is exactly what my oncologist told me to take since it has two benefits .,,,,,,,,,,,,,,2,
0,It helps your body get into a natural sleep pattern naturally and has been shown to help with cancer .,,,,,,,,,,,,,,2,
0,Always ask your doctor first but mine was the one to suggest it .,,,,,,,,,,,,,,3,
?,?????????????????????????,,,,,,,,,,,,,,#,
0,I took Zofran twice a day for three days after chemo and I didn't get sick at all .,,,,,,,,,,,,,,2,
0,It is expensive but worth it .,,,,,,,,,,,,,,2,
0,I had visions of being deathly ill - tiredness was the worst part for me .,,,,,,,,,,,,,,1,
1,There is alot of support here as you know .,,,,,,,,,,,,,,3,
0,After the first one it will be better - you will know what to expect!!!,,,,,,,,,,,,,,2,
0,Herceptin is now only used for metastases in those who are HER2 and Hummb has mets .,,,,,,,,,,,,,,2,
0,Taxol in the beginning was the same way - then after trials it has been added to anyone with one or more lympth nodes involved .,,,,,,,,,,,,,,2,
0,Probably some day that may be the protocol .,,,,,,,,,,,,,,2,
0,Adriamycin is very effective with HER2 as a first line of defense .,,,,,,,,,,,,,,2,
0,If you don't enter the trial you won't get herceptin .,,,,,,,,,,,,,,2,
0,If you do you might or might not so there is a bit of an advantage in doing it - especially if you are young .,,,,,,,,,,,,,,2,
0,I never was sick from the chemo .,,,,,,,,,,,,,,1,
0,There was pre-medication with Zofran and Decadron for anti-nausea and then Zofran for three days after - on time- whether you think you need it or not .,,,,,,,,,,,,,,2,
0,The way to go is to take the meds just in case because if you get sick it's too late .,,,,,,,,,,,,,,2,
1,I was soooooo relieved .,,,,,,,,,,,,,,0,
1,I had pictures similar to those I'm sure you have in your mind .,,,,,,,,,,,,,,3,
1,But my first was about dinner time and every one was sitting and eating a sandwich and soup etc .,,,,,,,,,,,,,,0,
1,No one was sick .,,,,,,,,,,,,,,0,
0,I get herceptin once a week through a port a cath .,,,,,,,,,,,,,,2,
0,I took all 8 treatments of chemo by IV dumb idea looking back .,,,,,,,,,,,,,,2,
0,Makes your veins very tender and remember no blood draws IV taking blood pressure etc on side you had lumpectomy .,,,,,,,,,,,,,,2,
0,Makes lymphadema worse .,,,,,,,,,,,,,,2,
0,I think your original question was how did I get the herceptin prescribed for me?,,,,,,,,,,,,,,0,
0,It is used on the market FDA approved for the treatment of bone mets(tumors in the bone) that are HER2 .,,,,,,,,,,,,,,2,
0,My point is if you are HER2 and herceptin is an antibody that kills those tumor cells wouldn't it be smart to start the medication before the tumor spreads?,,,,,,,,,,,,,,2,
0,I mean goodness gracious if you have a sinus infection you start antibiotics before it becomes pneumonia .,,,,,,,,,,,,,,1,
0,If you have high blood pressure you treat if before you have a stroke!,,,,,,,,,,,,,,1,
0,See what I mean but I couldn't get it prescribed BEFORE I had bone mets because it's not yet indicated for 'prophelactic treatment' (treating something before it gets worse) .,,,,,,,,,,,,,,2,
0,I know you won't know if you get it or not (double blind study - MD won't even know) but you are guaranteed to get the chemo .,,,,,,,,,,,,,,2,
0,That's the constant and they aren't testing it .,,,,,,,,,,,,,,0,
0,Make sure I'm right about that!,,,,,,,,,,,,,,0,
0,Best thing I took for nausea was Zofran very expensive!,,,,,,,,,,,,,,2,
0,If no insurance compazine may work just as well .,,,,,,,,,,,,,,2,
0,It made my Parkinson's a lot worse otherwise worked just fine .,,,,,,,,,,,,,,1,
0,Hi Toni: The best advice re expecting to be sick during chemo is to try not to have any preconceived notions of what you expect to happen .,,,,,,,,,,,,,,2,
0,Try to remain positive and let it happen without your being in knots inside .,,,,,,,,,,,,,,3,
1,I know that's not easy!,,,,,,,,,,,,,,3,
0,If you go in expecting to be very ill then you may unintintionally help that to be the case .,,,,,,,,,,,,,,3,
0,If you feel that you simply cannot get the pre treatment anxiety under control talk to your doc about it and ask for something which may help .,,,,,,,,,,,,,,2,
0,NERVES alone can contribute to nausea .,,,,,,,,,,,,,,2,
0,We've all heard the tales (many from years ago I might add) of chronic vomiting bone weary fatigue that landed women flat in the bed for a week or two all manner of insult and incident .,,,,,,,,,,,,,,1,
0,DISCOUNT AS MUCH OF THAT AS YOU CAN MUSTER!!!,,,,,,,,,,,,,,3,
0,Science works at a steady clip and there are so many new drugs now for nausea that it's just one big blessing really .,,,,,,,,,,,,,,2,
0,I took Anzamet . One pill prior to the infusions and one each day for 3 days following treatments .,,,,,,,,,,,,,,2,
0,(My ins . Covered it but I believe the cost is approx . $60 .,,,,,,,,,,,,,,0,
0,00 pill) I only threw up when I got a virus in the middle of my treatments .,,,,,,,,,,,,,,1,
0,The only real problem I developed and it lasted till I finished treatment was an aversion to drinking water!,,,,,,,,,,,,,,1,
0,Plain water began to just taste terrible to me and so I switched to making homemade lemonade daily .,,,,,,,,,,,,,,1,
0,Kept a huge pitcher in the fridge at all times .,,,,,,,,,,,,,,2,
0,It did the trick for me .,,,,,,,,,,,,,,0,
0,I did get a dry mouth sometimes so I rinsed 3 or 4 times each day with baking soda solution .,,,,,,,,,,,,,,1,
0,It's a great natural moisturizer .,,,,,,,,,,,,,,2,
0,Also I'd get the extra soft toothbrushes to use during treatment .,,,,,,,,,,,,,,2,
0,Your pharmacist can order some for you if they're not on the shelf .,,,,,,,,,,,,,,3,
0,You don't want any nicks or cuts in the mouth and too your mouth will most likely be more sensitive than usual .,,,,,,,,,,,,,,1,
0,I can tell you that after my first treatment was behind me (and except for the virus which lasted a week) I pretty much went about my business as usual .,,,,,,,,,,,,,,3,
0,I walked daily resumed Yoga which I'd done years before gardened a bit (veggies growing in pots was a new and fun experience for me . As an avid gardener I wasn't about to give it up that summer and so improvised a way to keep me out of the sun so much but grow my veggies anyway) There are many things you'll be pleasantly surprised by I think .,,,,,,,,,,,,,,0,
0,If you give it a chance .,,,,,,,,,,,,,,0,
0,Don't go in expecting a disastrous experience .,,,,,,,,,,,,,,3,
0,If one anti nausea med isn't doing it for you then you dr . Will try a different one which does work for you .,,,,,,,,,,,,,,2,
0,I actually was out in the yard and fiddling with some plants just an hour after I came home from my first treatment .,,,,,,,,,,,,,,3,
0,I felt a bit odd but not sick .,,,,,,,,,,,,,,3,
0,I'd feel tired on my second day after treatment .,,,,,,,,,,,,,,1,
1,When I got the virus I actually wanted the sky to fall on me there for a few days .,,,,,,,,,,,,,,1,
0,I couldn't eat drink or much of anything else .,,,,,,,,,,,,,,1,
1,I just stayed in bed and threw up .,,,,,,,,,,,,,,1,
0,My dr . Kept me in the hosp . For a day because she was worried about dehydration but my husband figured the whole thing out!,,,,,,,,,,,,,,2,
0,He made oatmeal for me and would give me a spoonfull every few hours round the clock .,,,,,,,,,,,,,,2,
0,It was the only thing which didn't come right back up .,,,,,,,,,,,,,,2,
0,It gave me some nourishment and I was able to stay at home until it had run it's course .,,,,,,,,,,,,,,2,
0,After which time I was fine again .,,,,,,,,,,,,,,2,
0,Just a few things I hope may help you at this time .,,,,,,,,,,,,,,0,
0,Once that first treatment is over you'll feel much differently so try to relax as much as possible . Work at and focus your energies on just that .,,,,,,,,,,,,,,2,
1,Try to walk into treatment as if you intend to rule the roost and get an easy time of it to boot!,,,,,,,,,,,,,,2,
1,AND TRY NOT TO LISTEN TO TOO MANY HORROR STORIES in the interim .,,,,,,,,,,,,,,2,
1,Your body is uniquely yours .,,,,,,,,,,,,,,3,
1,GOOD LUCK AND KEEP THINKING GOOD THOUGHTS .,,,,,,,,,,,,,,3,
0,Hi there I just finished chemo a month ago .,,,,,,,,,,,,,,2,
0,2nd time around .,,,,,,,,,,,,,,2,
0,Received Zofran and Decadron before chemo and took Zofran up to 3 times a day for 3 days .,,,,,,,,,,,,,,2,
0,Was mostly tired this time around overall functional .,,,,,,,,,,,,,,1,
1,I wish you the best and know you will do fine .,,,,,,,,,,,,,,3,
1,God bless you . Hugs Emmi,,,,,,,,,,,,,,3,
#,##################################,,,,,,,,,,,,,,#,
0,I too had a bilateral with radical on the right and prophylactic on the left .,,,,,,,,,,,,,,2,
0,I went through 6 months of chemo and then within 2 weeks of radiation I developed upper right back pain .,,,,,,,,,,,,,,1,
0,It's been a year since I developed it and it's still there .,,,,,,,,,,,,,,1,
0,It feels like a pinched nerve .,,,,,,,,,,,,,,1,
0,I've been told it was due to the positioning during radiation or scar tissue or the fact that I now carry everything on my left and I might be not standing as straight .,,,,,,,,,,,,,,1,
0,No one seems to really know why .,,,,,,,,,,,,,,0,
0,I've had several bone scans and x-rays and they are all clear thankfully .,,,,,,,,,,,,,,2,
0,I think all you can do is gentle exercises to strengthen your back (yoga) .,,,,,,,,,,,,,,2,
0,There are also herbal painkillers that work well too .,,,,,,,,,,,,,,2,
1,Hope that helps .,,,,,,,,,,,,,,3,
#,####################################,,,,,,,,,,,,,,#,
0,I had a modified radical on my left and a simple mastectomy on my right .,,,,,,,,,,,,,,0,
0,I am right handed .,,,,,,,,,,,,,,0,
0,I have difficulty with becoming sore especially if I do a lot of lifting especially anything over 10-15 lbs .,,,,,,,,,,,,,,1,
0,I also have pain at the top of my shoulders at the end of the day .,,,,,,,,,,,,,,1,
0,I did not opt for reconstruction so I also at times have pains across my chest .,,,,,,,,,,,,,,1,
0,With 23 lymph nodes removed from under my left side I consider myself fortunate to not have had swelling in my arms .,,,,,,,,,,,,,,2,
0,It has been two years since my surgery .,,,,,,,,,,,,,,0,
0,I just tolerate the pain or consider it a signal of my new limit and go lay down to rest .,,,,,,,,,,,,,,0,
#,#####################################,,,,,,,,,,,,,,3,
0,Hi Lori!My name is Page and I finished my chemo the end of December .,,,,,,,,,,,,,,0,
0,I start taking tamoxifen soon .,,,,,,,,,,,,,,2,
1,Is it really that bad?,,,,,,,,,,,,,,0,
1,I wish I could make you smile - think about positive things . Pray!!,,,,,,,,,,,,,,3,
#,#####################################,,,,,,,,,,,,,,#,
0,Hi I was on tamoifen for 7 years my oncologist believes that you should stay on always .,,,,,,,,,,,,,,2,
1,"The depression that you feel is from the cancer and asking ""Why Me"" I know I have had breast cancer 3 times now since the age of 28 and am now 41 .",,,,,,,,,,,,,,,3
1,The thought of cancer is always in the back of your mind but you can't let it overtake your life .,,,,,,,,,,,,,,3,
1,If you do it will kill you or drive you insane .,,,,,,,,,,,,,,3,
1,"You have beaten this disease and yes forever every ache and pain will make you panic and say to yorself "" Oh God is it Cancer again?""",,,,,,,,,,,,,,1,
1,I still have those times after 13 years but you have to trust in your doctors you gut instinct ( you know when something is wrong) and have faith that it will be ok and is nothing to worry about .,,,,,,,,,,,,,,3,
1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,I know that this is difficult and not the easiest thing to do but if you continually let cancer run your life it will be more than happy to ablige .,,,,,,,,,,,,,,3,
1,You have beaten your cancer put the issue of it back where it belongs and live your life .,,,,,,,,,,,,,,3,
1,Your are a Survivor!!!!!,,,,,,,,,,,,,,3,
1,Want to talk anytime Thanks for sharing your emotions and thoughts with the rest of us .,,,,,,,,,,,,,,0,
1,We are all there with you and have all come out the other side .,,,,,,,,,,,,,,3,
#,#######################################,,,,,,,,,,,,,,#,
0,Dear Lori Hi I have been living with cancer for about a year and a half .,,,,,,,,,,,,,,0,
1,So much has happened in that time but the one thing that has not changed is the fact that The Lord loves me and gives me strength .,,,,,,,,,,,,,,3,
1,Whenever I feel scared I lean on Him and in His arms .,,,,,,,,,,,,,,3,
1,He gives me peace .,,,,,,,,,,,,,,3,
1,No one is given more than today so use today for all it is worth .,,,,,,,,,,,,,,3,
0,I have been on TAmoxifen for the past year .,,,,,,,,,,,,,,2,
1,I haven't gotten depressed from it .,,,,,,,,,,,,,,1,
1,You have to let it go and start living again .,,,,,,,,,,,,,,3,
1,It isn't always easy .,,,,,,,,,,,,,,3,
1,When I think of my children and maybe not being there for them I get sad .,,,,,,,,,,,,,,0,
1,But then I say what am I doing today for them .,,,,,,,,,,,,,,3,
1,Something that they will remember .,,,,,,,,,,,,,,3,
1,I will keep you in my prayers . Strifiletti@safeplac . Net if you ever want to talk . Sandy,,,,,,,,,,,,,,3,
#,########################################,,,,,,,,,,,,,,#,
1,I had such severe depression that friends began to worry about me .,,,,,,,,,,,,,,0,
1,I was able to joke with the nurses and doctors through all my treatments but once I was done and the tamoxifen was in my system I couldn't even laugh .,,,,,,,,,,,,,,2,
1,I acted in ways that made me feel like I was having out of body experiences .,,,,,,,,,,,,,,1,
1,I had highs and lows which could happen in a blink of an eye .,,,,,,,,,,,,,,1,
1,And the worst part was my short fuse with my children .,,,,,,,,,,,,,,1,
0,Once that started to happen I took myself off the tamoxifen .,,,,,,,,,,,,,,1,
0,I went off for a month then I saw the cancer councelor at the center .,,,,,,,,,,,,,,0,
1,I felt like the weight had been lifted off my shoulders .,,,,,,,,,,,,,,0,
0,A month later I am slowly being weaned onto the drug .,,,,,,,,,,,,,,0,
0,I'm taking about 5 mg and guess what?,,,,,,,,,,,,,,2,
0,All the old symptoms are coming back even with such a low dose which the doc said could happen .,,,,,,,,,,,,,,1,
1,We're going to give this thing a last try and then we'll put our heads together and think of another plan of attack .,,,,,,,,,,,,,,0,
1,You are not alone and you are not going loony .,,,,,,,,,,,,,,3,
1,I can't tell you how many stories I've read about this reaction or how many people I've chatted with who've suffered too .,,,,,,,,,,,,,,3,
0,Talk with your doc and discuss your options .,,,,,,,,,,,,,,3,
0,And if their is a councelor where you went for treatments see him or her .,,,,,,,,,,,,,,3,
1,You won't believe how sympathetic they are or how much better you'll feel afterward .,,,,,,,,,,,,,,3,
1,Maybe it's not just the meds it could be that you and I suffer from battle fatigue and we just need a little help .,,,,,,,,,,,,,,3,
1,Good luck and God bless .,,,,,,,,,,,,,,3,
1,If you need to chat with someone who can relate please email me anytime .,,,,,,,,,,,,,,3,
#,############################################,,,,,,,,,,,,,,#,
0,Hi Lori I'm a 3 year survivor .,,,,,,,,,,,,,,0,
0,No it's not the tamoxifen that makes you depressed but it's the cancer .,,,,,,,,,,,,,,1,
1,I've been trying to get over my depression too and have tried several meds that the oncologist prescribed but they make me sick so I just have to work it out for myself .,,,,,,,,,,,,,,1,
1,Hang in there it'll get better even though the depression comes back time to time .,,,,,,,,,,,,,,3,
0,I switched to Arimidex have been on it for a year .,,,,,,,,,,,,,,2,
0,Find it better .,,,,,,,,,,,,,,2,
1,I'll keep you in my prayers Hugs Marie,,,,,,,,,,,,,,3,
#,############################################,,,,,,,,,,,,,,#,
0,Hi I'm a cancer surviror for 5 yrs now .,,,,,,,,,,,,,,0,
0,My dr . Put me on tamoxifen and I took it for 5 yrs .,,,,,,,,,,,,,,2,
0,I'm not sure if it was the meds or the cancer that put my life in such a state .,,,,,,,,,,,,,,1,
1,When I was told that I had cancer I was by myself .,,,,,,,,,,,,,,0,
1,Before returning home I had to stop and cry and try to be strong for when I told my family .,,,,,,,,,,,,,,0,
1,After returning home I told my husband and of course he was shocked .,,,,,,,,,,,,,,0,
1,My husband is a very loving husband but he felt that by not talking about it would would go away and of course it didn't .,,,,,,,,,,,,,,0,
1,I tried to tell him several times how scared I was but he would tell me what do you expect me to do .,,,,,,,,,,,,,,0,
1,I understand that that he was probaly scared also but I felt like I couldn't discuss it with him or any of my family .,,,,,,,,,,,,,,0,
1,Matter of fact some of my family didn't come around me while I was going through my treatment .,,,,,,,,,,,,,,0,
1,I felt like I had to be strong for everybody else .,,,,,,,,,,,,,,0,
0,I had both chemo and radiation .,,,,,,,,,,,,,,2,
0,And my dr . Lied to me telling me I wouldn't get sick from the chemo .,,,,,,,,,,,,,,0,
0,He said they had new pills that would control that .,,,,,,,,,,,,,,2,
0,Well for me it didn't work .,,,,,,,,,,,,,,2,
0,I feel that the Tamoxifen and the depression that I had to start with is the reason I feel like I do today .,,,,,,,,,,,,,,1,
1,I have no energy and I don't enjoy the things I used to .,,,,,,,,,,,,,,1,
1,I have asked my dr . What I should do and they tell me that this will pass .,,,,,,,,,,,,,,0,
1,Maybe you can help me figure out how to handle this .,,,,,,,,,,,,,,0,
